date,visits,donations,average_donation_value,region
2023-01-31,269,154,137.15,Africa
2023-10-21,424,113,42.02,Europe
2023-09-22,104,49,142.28,Europe
2023-10-25,504,117,54.36,Australia
2023-03-28,456,81,110.6,Europe
2023-12-13,384,189,68.68,Australia
2023-05-26,929,906,78.69,North America
2023-05-07,567,161,181.5,Europe
2023-03-21,670,626,113.3,Europe
2023-05-27,922,120,21.36,Africa
2023-01-31,73,11,98.41,Asia
2023-05-25,675,400,66.58,South America
2023-01-13,916,784,50.11,Asia
2023-06-03,748,244,125.0,Europe
2023-03-25,622,57,46.39,Australia
2023-03-02,138,117,21.54,South America
2023-03-27,633,407,38.61,Asia
2023-02-05,593,41,113.54,South America
2023-06-14,762,720,22.43,Australia
2023-10-23,43,26,174.93,South America
2023-07-13,786,18,46.09,Europe
2023-12-14,276,213,30.83,North America
2023-07-26,43,41,31.3,Europe
2023-09-16,866,248,172.45,Australia
2023-07-26,313,178,168.48,Africa
2023-12-13,556,385,25.37,South America
2023-02-02,630,552,191.94,Asia
2023-07-29,605,501,19.44,North America
2023-11-15,316,201,177.12,Africa
2023-06-23,259,41,176.57,Asia
2023-08-12,672,77,58.71,Australia
2023-01-03,569,45,7.25,Europe
2023-02-18,919,293,6.78,South America
2023-05-11,549,357,54.23,South America
2023-12-17,102,3,71.38,North America
2023-04-23,864,119,191.29,North America
2023-04-07,195,141,59.68,South America
2023-08-16,607,535,52.58,Asia
2023-07-05,186,60,76.99,North America
2023-09-02,970,317,72.46,Europe
2023-04-16,314,86,17.12,Australia
2023-04-23,385,17,81.23,Asia
2023-03-22,411,33,159.15,Australia
2023-11-06,747,569,179.34,Europe
2023-07-25,835,457,179.78,Europe
2023-08-09,681,125,26.26,South America
2023-11-15,608,553,158.44,South America
2023-02-18,224,195,65.15,Africa
2023-12-24,141,38,107.77,North America
2023-08-09,872,202,7.1,Africa
2023-08-19,365,86,185.39,South America
2023-09-01,339,308,154.95,Australia
2023-07-14,83,60,55.1,North America
2023-10-20,661,407,41.79,Australia
2023-08-15,794,138,39.99,Europe
2023-12-04,766,493,166.3,Africa
2023-10-12,803,616,51.99,Europe
2023-02-16,449,410,77.76,Europe
2023-02-01,559,15,158.49,North America
2023-11-06,638,304,132.82,Europe
2023-04-18,116,13,18.79,Asia
2023-03-22,295,203,130.73,Australia
2023-03-05,901,802,71.13,Asia
2023-09-13,389,270,163.17,South America
2023-06-02,383,41,36.17,Australia
2023-09-02,337,271,25.49,North America
2023-05-03,375,62,28.01,North America
2023-02-06,806,208,157.68,North America
2023-08-20,803,589,139.43,South America
2023-06-02,667,447,96.85,Europe
2023-06-23,334,162,47.0,South America
2023-07-06,208,38,33.89,Asia
2023-02-16,789,149,74.77,Europe
2023-10-27,93,18,18.81,South America
2023-01-15,75,35,172.9,Asia
2023-06-03,255,154,80.79,Africa
2023-04-23,988,686,21.11,Asia
2023-11-26,172,149,105.67,Africa
2023-07-29,656,585,113.99,Australia
2023-04-16,414,306,84.1,Asia
2023-10-07,405,3,21.77,South America
2023-09-08,942,37,100.16,Asia
2023-01-27,846,752,9.52,Europe
2023-10-12,75,44,143.36,Australia
2023-03-25,471,289,153.69,Asia
2023-03-09,724,621,144.32,Australia
2023-10-30,464,351,131.61,South America
2023-11-15,691,615,44.47,Europe
2023-04-27,315,184,191.91,North America
2023-11-15,404,102,57.23,South America
2023-10-10,344,220,150.11,North America
2023-04-13,543,318,16.04,Europe
2023-01-03,837,658,64.29,Asia
2023-01-03,113,70,11.57,Australia
2023-06-18,959,469,34.37,Asia
2023-04-22,444,355,179.6,Asia
2023-09-13,552,418,81.73,Europe
2023-11-22,141,36,74.17,Australia
2023-05-21,472,420,136.25,Asia
2023-02-05,857,716,28.56,Asia
2023-02-10,594,325,66.83,South America
2023-01-03,676,563,158.61,South America
2023-03-30,712,402,127.35,North America
2023-09-09,70,32,165.75,North America
2023-09-24,323,283,33.92,Europe
2023-07-12,354,214,104.04,Australia
2023-05-24,198,4,139.8,Europe
2023-10-04,539,200,13.62,Africa
2023-08-09,381,87,197.31,Australia
2023-04-27,696,280,100.07,Europe
2023-03-08,465,302,19.39,Asia
2023-01-18,944,622,185.91,North America
2023-02-11,81,17,86.74,Asia
2023-08-08,706,572,27.3,Africa
2023-04-29,615,556,181.45,Africa
2023-05-27,298,76,39.72,South America
2023-12-05,672,321,29.67,Europe
2023-04-13,583,490,85.72,Australia
2023-10-15,707,508,91.03,Africa
2023-09-28,670,566,178.64,Europe
2023-08-25,114,64,117.81,South America
2023-11-18,784,490,38.97,Asia
2023-06-08,855,534,75.21,North America
2023-12-03,609,3,98.82,Europe
2023-04-03,356,64,42.56,Australia
2023-12-23,243,85,190.38,South America
2023-05-11,854,813,81.29,Asia
2023-09-15,703,593,192.6,North America
2023-05-22,704,197,52.85,Australia
2023-07-11,819,166,133.07,South America
2023-03-23,592,382,133.81,South America
2023-06-12,879,684,88.2,Australia
2023-03-25,710,591,69.61,Europe
2023-07-13,26,3,187.38,Asia
2023-07-16,412,347,104.82,Europe
2023-02-08,493,470,190.48,Asia
2023-10-27,112,104,46.87,Asia
2023-09-23,390,276,87.5,North America
2023-09-23,306,256,13.14,Australia
2023-03-17,73,4,16.53,South America
2023-08-18,835,402,155.43,North America
2023-01-25,865,563,55.81,Europe
2023-11-10,959,922,82.69,Africa
2023-12-23,696,485,147.07,North America
2023-10-13,831,647,160.41,Europe
2023-06-03,800,614,75.74,South America
2023-06-20,636,525,48.03,Asia
2023-07-06,213,132,121.5,Australia
2023-06-14,373,300,32.13,South America
2023-08-04,48,38,87.43,North America
2023-09-18,994,908,105.1,Australia
2023-04-14,355,179,58.51,Africa
2023-04-01,25,14,127.79,Asia
2023-06-04,216,166,86.3,Africa
2023-07-13,259,225,8.5,Europe
2023-12-02,896,235,22.28,Africa
2023-10-26,193,117,124.75,Europe
2023-07-21,284,203,109.54,Europe
2023-06-19,287,15,107.09,Africa
2023-06-06,948,350,20.35,Asia
2023-10-23,168,82,53.51,Asia
2023-03-10,188,108,41.1,Asia
2023-01-13,976,533,6.04,Asia
2023-02-24,328,210,44.07,South America
2023-09-18,930,420,27.0,North America
2023-09-26,213,113,135.42,North America
2023-03-15,220,104,83.29,Africa
2023-09-15,965,101,121.31,Africa
2023-02-05,433,42,73.45,Asia
2023-06-02,329,108,65.58,Africa
2023-10-12,192,157,15.45,South America
2023-12-05,153,12,185.74,Asia
2023-09-02,461,410,161.16,Australia
2023-06-08,156,111,25.08,South America
2023-08-12,335,209,100.88,Europe
2023-03-11,726,594,13.26,Africa
2023-09-02,647,65,133.98,Australia
2023-12-22,405,26,169.19,Australia
2023-09-03,164,30,143.95,Europe
2023-10-08,508,461,63.04,South America
2023-02-21,618,286,47.07,South America
2023-01-30,836,754,49.55,Africa
2023-03-10,411,145,12.13,Asia
2023-09-08,644,358,150.27,Europe
2023-05-31,605,402,28.87,Australia
2023-02-20,279,270,39.73,Europe
2023-05-14,89,22,101.95,South America
2023-03-06,949,671,140.48,Asia
2023-05-10,316,3,52.7,Asia
2023-03-08,23,1,95.09,South America
2023-02-28,77,25,197.14,Africa
2023-03-21,345,244,166.35,Europe
2023-08-23,262,60,164.92,Australia
2023-03-09,52,24,8.51,Europe
2023-11-22,919,313,78.76,Asia
2023-12-06,620,503,64.56,Europe
2023-09-19,883,411,54.56,South America
2023-10-29,556,176,101.49,Africa
2023-02-03,322,30,149.88,Europe
2023-06-27,222,217,143.14,Australia
2023-07-08,985,754,103.38,Asia
2023-11-30,990,173,150.3,Australia
2023-05-19,209,147,169.4,Asia
2023-05-06,169,55,88.2,Europe
2023-03-22,821,169,93.22,South America
2023-04-28,397,84,155.09,Africa
2023-11-17,72,71,129.53,Africa
2023-07-02,633,620,156.08,Europe
2023-03-07,54,46,114.42,North America
2023-07-28,240,16,112.63,Asia
2023-11-07,536,56,139.87,South America
2023-12-07,754,553,63.3,Asia
2023-06-15,83,28,130.68,Africa
2023-02-25,846,112,63.8,South America
2023-06-06,806,465,164.77,Australia
2023-10-27,867,88,82.72,North America
2023-09-01,607,140,103.7,Australia
2023-04-06,529,128,5.69,Africa
2023-08-03,653,242,92.42,Australia
2023-12-30,259,90,148.79,Australia
2023-10-05,512,264,98.73,North America
2023-03-06,66,63,47.36,Australia
2023-07-22,380,345,46.44,North America
2023-04-29,350,230,88.14,North America
2023-06-04,56,45,130.08,Africa
2023-01-09,363,298,120.26,Europe
2023-04-15,393,376,135.75,North America
2023-07-22,10,3,199.87,Africa
2023-10-02,461,11,188.37,North America
2023-01-19,762,500,78.22,Europe
2023-05-17,715,702,76.89,Europe
2023-11-21,444,173,92.41,Asia
2023-05-15,536,41,60.63,Africa
2023-04-28,54,7,6.92,Australia
2023-02-19,551,147,129.8,Asia
2023-09-10,682,614,27.55,Africa
2023-06-06,639,472,78.76,Africa
2023-10-30,906,575,25.23,Africa
2023-03-04,132,77,117.43,North America
2023-06-06,566,393,65.52,Europe
2023-09-07,703,654,134.21,Asia
2023-10-03,688,310,113.23,Africa
2023-01-28,190,78,123.98,North America
2023-02-04,815,336,139.83,Africa
2023-04-09,813,498,21.47,South America
2023-04-13,371,357,192.91,North America
2023-07-22,163,22,165.86,North America
2023-05-16,880,852,33.23,Europe
2023-04-15,387,366,184.39,Europe
2023-01-08,302,82,125.68,Asia
2023-10-20,442,62,104.34,Asia
2023-08-18,528,391,64.12,Europe
2023-02-18,921,733,137.46,Australia
2023-04-27,579,113,50.74,Asia
2023-11-29,201,139,70.99,North America
2023-02-01,846,795,10.22,Africa
2023-12-21,526,434,29.65,Asia
2023-04-08,725,374,105.67,Africa
2023-12-13,658,416,180.98,North America
2023-09-30,262,197,67.79,Australia
2023-07-28,956,713,69.14,North America
2023-05-03,742,213,137.86,Europe
2023-06-09,430,175,139.89,Europe
2023-12-15,610,160,162.74,Australia
2023-05-04,371,80,190.17,South America
2023-07-21,579,211,112.99,Australia
2023-04-14,136,94,124.41,North America
2023-01-15,131,80,112.17,North America
2023-02-16,159,19,23.12,Australia
2023-05-01,438,362,5.94,Africa
2023-04-24,794,210,68.87,Asia
2023-12-31,990,805,13.38,North America
2023-01-07,905,699,189.89,North America
2023-11-21,247,13,52.41,Australia
2023-07-25,935,482,169.06,North America
2023-02-26,301,45,131.23,Asia
2023-07-02,416,186,191.13,Asia
2023-03-24,62,6,121.69,Africa
2023-06-09,908,287,107.03,North America
2023-10-23,561,554,121.87,South America
2023-08-24,518,329,7.11,South America
2023-01-03,171,0,0.0,North America
2023-01-10,434,285,51.31,North America
2023-10-26,374,18,59.68,Africa
2023-11-27,575,274,57.6,Europe
2023-12-22,515,143,94.99,South America
2023-02-05,524,199,190.14,Africa
2023-03-06,724,723,24.78,Africa
2023-04-30,474,445,40.44,South America
2023-04-19,49,3,194.47,South America
2023-09-15,599,382,82.09,Africa
2023-06-26,354,25,34.86,Australia
2023-06-24,246,195,179.01,Africa
2023-02-11,309,72,110.54,North America
2023-05-04,61,58,107.74,North America
2023-03-20,153,73,160.4,North America
2023-02-28,31,7,156.44,Australia
2023-03-23,585,278,136.97,North America
2023-09-19,185,178,42.23,Africa
2023-09-02,786,720,101.79,Asia
2023-07-18,68,58,139.77,North America
2023-03-22,636,20,76.81,South America
2023-03-10,883,321,67.86,South America
2023-02-06,767,146,50.53,Africa
2023-07-16,230,185,12.81,South America
2023-06-10,63,46,93.55,Europe
2023-03-22,642,500,138.96,South America
2023-02-16,603,144,73.54,Australia
2023-08-04,697,76,161.48,Asia
2023-02-13,699,224,159.64,Asia
2023-02-05,714,84,179.18,Africa
2023-10-27,398,334,127.89,North America
2023-11-27,775,600,52.0,South America
2023-09-12,854,12,188.98,Australia
2023-04-21,85,17,159.6,South America
2023-04-23,617,347,29.31,Asia
2023-04-23,241,221,159.2,North America
2023-07-20,582,126,95.03,Asia
2023-12-14,68,48,53.11,North America
2023-10-25,408,184,19.26,Europe
2023-03-13,584,11,130.29,Europe
2023-11-24,200,159,80.39,Australia
2023-11-10,968,144,196.92,Asia
2023-10-07,642,60,136.42,Australia
2023-03-31,504,374,58.4,South America
2023-06-22,397,313,111.79,South America
2023-02-22,867,637,147.13,South America
2023-10-20,713,496,27.48,North America
2023-05-24,709,151,6.27,North America
2023-02-27,977,204,81.29,Europe
2023-07-17,233,146,130.9,South America
2023-10-14,459,64,18.2,Asia
2023-03-14,553,385,190.85,Africa
2023-08-20,261,247,14.63,Asia
2023-09-29,589,275,133.38,Asia
2023-10-17,186,113,80.56,Africa
2023-06-01,686,44,13.88,Australia
2023-11-23,700,567,39.74,Asia
2023-11-03,216,37,137.99,Europe
2023-12-21,976,220,113.57,South America
2023-03-21,738,227,55.96,Asia
2023-03-27,743,722,109.72,Europe
2023-11-13,336,324,170.21,South America
2023-02-06,232,53,81.34,Asia
2023-06-19,696,303,110.35,Africa
2023-03-03,180,139,119.51,South America
2023-12-03,966,69,121.92,Europe
2023-09-25,153,84,91.06,South America
2023-02-15,231,119,53.39,Africa
2023-08-12,635,569,25.32,South America
2023-04-22,626,230,117.84,South America
2023-05-22,288,273,35.99,Africa
2023-12-26,465,110,159.62,Australia
2023-03-18,726,64,145.78,Africa
2023-07-25,95,10,112.22,North America
2023-08-16,387,58,82.07,North America
2023-10-14,366,76,168.18,Europe
2023-11-15,244,90,88.21,Europe
2023-08-07,825,688,80.11,Asia
2023-02-16,542,236,154.08,Europe
2023-03-01,223,38,106.81,South America
2023-06-08,822,120,145.46,Africa
2023-01-18,137,26,122.48,Australia
2023-08-21,386,119,150.42,North America
2023-01-21,403,91,184.14,North America
2023-02-12,177,67,85.84,North America
2023-03-12,314,53,14.45,North America
2023-05-03,158,112,39.49,South America
2023-05-27,134,93,76.91,Europe
2023-07-07,311,73,16.2,North America
2023-09-24,721,425,119.81,Africa
2023-02-10,656,269,6.25,Asia
2023-11-29,977,299,128.26,Asia
2023-02-14,513,380,105.49,Europe
2023-05-13,141,109,121.13,Asia
2023-03-10,584,515,155.26,Europe
2023-11-30,133,71,40.06,Africa
2023-01-24,898,33,112.96,North America
2023-08-11,481,344,5.1,Australia
2023-07-28,508,137,38.89,Africa
2023-11-24,605,228,46.19,Asia
2023-12-16,806,781,49.87,Africa
2023-04-04,971,848,194.04,Africa
2023-06-22,786,107,127.83,Africa
2023-06-05,138,10,82.58,Africa
2023-07-12,627,520,118.95,Asia
2023-03-30,627,259,69.76,Africa
2023-04-11,140,70,35.29,Asia
2023-03-11,745,682,51.15,Asia
2023-07-30,274,181,63.01,Europe
2023-03-16,467,93,29.52,Africa
2023-10-13,856,234,49.92,South America
2023-12-08,85,3,184.25,Australia
2023-08-31,379,117,83.02,Europe
2023-02-03,724,432,168.37,Asia
2023-06-29,912,530,158.77,Africa
2023-06-13,806,124,49.76,Europe
2023-02-28,372,177,155.95,South America
2023-05-08,680,371,33.27,North America
2023-10-14,207,4,194.63,Australia
2023-09-22,312,288,168.89,Asia
2023-01-08,97,85,97.49,South America
2023-08-20,919,285,97.39,North America
2023-03-24,516,33,86.31,Australia
2023-07-12,800,384,111.62,Africa
2023-11-12,855,238,108.2,South America
2023-06-01,839,573,43.23,Australia
2023-03-23,226,99,196.51,North America
2023-12-09,619,275,19.47,Africa
2023-02-20,367,247,34.87,Europe
2023-12-09,406,391,129.78,North America
2023-06-20,60,19,61.02,Africa
2023-12-02,272,246,121.72,Asia
2023-11-23,235,63,22.28,North America
2023-06-26,556,65,52.52,Asia
2023-05-08,374,95,28.17,Australia
2023-10-10,799,548,64.39,Europe
2023-04-12,578,104,168.66,Asia
2023-07-17,544,221,126.6,North America
2023-04-28,458,94,26.34,Europe
2023-08-13,219,209,108.96,South America
2023-09-04,833,368,132.84,Africa
2023-11-27,464,272,149.74,Australia
2023-09-08,109,59,36.42,Europe
2023-01-30,245,222,13.1,Australia
2023-04-07,65,10,19.23,Australia
2023-10-03,854,374,121.92,Europe
2023-11-12,747,331,65.27,Asia
2023-10-03,630,347,182.01,Asia
2023-06-18,681,499,196.61,South America
2023-06-24,560,212,121.57,Asia
2023-10-06,388,300,173.29,Europe
2023-08-20,434,163,47.97,Europe
2023-12-22,432,232,37.4,Asia
2023-11-15,766,89,147.73,Asia
2023-08-22,610,332,34.21,South America
2023-06-08,709,551,97.77,North America
2023-10-24,971,375,90.86,Africa
2023-06-17,394,87,40.09,Africa
2023-12-12,640,372,72.79,North America
2023-03-14,875,365,151.59,Asia
2023-12-17,400,387,70.5,Australia
2023-12-16,678,444,84.09,Australia
2023-10-14,25,0,0.0,Europe
2023-07-20,18,13,105.26,Europe
2023-05-23,853,494,113.01,Africa
2023-04-15,707,357,196.9,Africa
2023-10-03,53,8,52.41,Asia
2023-04-25,554,419,176.92,Europe
2023-03-20,977,633,193.66,South America
2023-12-05,196,129,26.56,Asia
2023-10-26,261,237,153.66,North America
2023-08-29,50,13,43.95,Australia
2023-03-11,835,319,136.28,Australia
2023-01-09,497,56,42.94,Asia
2023-11-01,399,133,84.84,North America
2023-03-20,224,181,106.41,Africa
2023-03-11,517,300,39.74,Africa
2023-03-10,869,629,129.39,Asia
2023-03-11,131,22,50.54,Africa
2023-02-26,186,111,182.0,Asia
2023-11-20,874,478,180.24,Australia
2023-08-06,183,156,198.97,North America
2023-10-21,221,133,13.35,Africa
2023-08-06,893,759,76.37,South America
2023-05-01,225,15,173.38,Europe
2023-06-15,59,12,125.31,Australia
2023-07-31,362,34,116.63,Asia
2023-06-03,690,618,126.9,Asia
2023-08-06,897,393,151.39,Asia
2023-07-13,978,199,76.13,South America
2023-01-30,49,29,175.89,North America
2023-08-01,633,456,124.55,Asia
2023-04-28,313,165,74.17,Africa
2023-09-09,684,398,73.98,Asia
2023-03-26,765,643,69.79,Australia
2023-06-17,385,59,44.98,South America
2023-05-01,472,212,116.32,Asia
2023-05-19,848,325,51.83,North America
2023-04-22,993,38,137.96,Africa
2023-03-20,139,27,156.85,Asia
2023-03-03,596,304,144.29,Europe
2023-05-27,148,69,76.24,South America
2023-07-12,538,273,184.81,North America
2023-12-12,279,268,81.57,South America
2023-05-08,848,666,135.97,Africa
2023-05-09,616,384,36.07,Africa
2023-11-14,133,24,34.32,Australia
2023-04-13,279,279,34.81,North America
2023-06-10,941,600,100.82,Europe
2023-04-27,849,299,17.51,Africa
2023-10-15,737,489,74.42,North America
2023-06-12,286,159,108.13,South America
2023-01-13,772,279,46.52,North America
2023-02-15,361,173,55.45,Australia
2023-10-06,149,81,13.73,South America
2023-11-04,160,126,37.88,Asia
2023-05-06,705,384,148.68,Australia
2023-01-25,243,208,18.62,Australia
2023-08-25,969,512,115.27,Europe
2023-05-21,863,33,84.37,Australia
2023-05-06,297,151,19.6,Asia
2023-08-19,240,195,104.09,Africa
2023-04-10,653,470,165.09,Europe
2023-09-06,414,386,159.42,Asia
2023-06-04,972,108,96.88,South America
2023-01-11,235,233,14.68,Europe
2023-12-01,126,54,82.44,South America
2023-01-27,703,139,140.82,North America
2023-01-31,358,120,45.94,North America
2023-08-17,69,9,48.38,Africa
2023-08-04,285,99,87.62,Asia
2023-07-28,333,175,42.41,North America
2023-09-11,614,395,157.58,South America
2023-06-10,650,623,19.09,Asia
2023-10-10,829,608,191.95,Africa
2023-04-01,824,505,77.23,Australia
2023-11-13,688,621,153.72,Asia
2023-01-04,904,895,122.14,Europe
2023-11-20,651,293,180.08,Africa
2023-07-24,209,136,98.41,Asia
2023-04-09,173,143,87.9,Europe
2023-12-09,947,498,6.12,North America
2023-07-19,427,362,25.04,Europe
2023-08-31,43,30,54.65,Asia
2023-10-17,801,179,138.22,Australia
2023-04-04,268,83,104.3,Africa
2023-03-25,937,135,138.02,North America
2023-10-24,272,135,118.94,Europe
2023-12-03,598,593,95.86,North America
2023-12-01,832,231,8.96,Australia
2023-12-11,278,83,62.65,Asia
2023-06-14,738,289,100.71,South America
2023-08-13,570,65,53.18,South America
2023-04-16,333,118,156.23,North America
2023-06-03,709,271,157.43,Asia
2023-08-29,129,3,69.79,Africa
2023-02-03,170,50,21.56,South America
2023-07-03,143,106,27.96,South America
2023-03-31,780,618,118.05,Europe
2023-11-23,933,216,66.51,Europe
2023-03-26,335,152,120.19,Asia
2023-06-23,332,103,114.63,Asia
2023-10-22,357,346,175.4,Asia
2023-05-10,280,175,194.96,Africa
2023-12-12,509,1,25.61,Australia
2023-07-05,942,585,138.09,Africa
2023-10-02,561,187,177.43,South America
2023-09-02,189,181,131.11,Australia
2023-05-21,549,449,111.02,Asia
2023-03-23,636,286,97.39,Asia
2023-04-06,98,4,83.94,Africa
2023-07-11,412,359,86.08,Africa
2023-08-27,355,20,170.62,Australia
2023-12-19,874,15,118.52,Asia
2023-11-12,469,280,190.51,Europe
2023-02-24,549,408,183.36,Africa
2023-06-03,101,80,192.2,Asia
2023-10-21,590,66,197.84,Europe
2023-09-21,239,213,36.12,Asia
2023-02-21,600,298,41.5,Australia
2023-06-05,333,185,124.81,North America
2023-09-12,575,550,55.07,South America
2023-01-13,537,271,140.47,South America
2023-01-13,791,229,90.64,North America
