date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-05-30,19,15,137.25,Asia,2058.75,2023Q2,5,Tuesday
2023-05-12,647,303,139.45,Asia,42253.35,2023Q2,5,Friday
2023-12-31,327,23,177.49,Europe,4082.2700000000004,2023Q4,12,Sunday
2023-01-23,23,3,181.35,North America,544.05,2023Q1,1,Monday
2023-02-01,950,739,83.46,South America,61676.939999999995,2023Q1,2,Wednesday
2023-04-08,303,6,178.96,North America,1073.76,2023Q2,4,Saturday
2023-12-26,479,173,91.1,Africa,15760.3,2023Q4,12,Tuesday
2023-03-18,326,116,183.32,Europe,21265.12,2023Q1,3,Saturday
2023-10-12,976,431,181.88,Africa,78390.28,2023Q4,10,Thursday
2023-02-19,910,324,79.57,Australia,25780.679999999997,2023Q1,2,Sunday
2023-08-23,955,614,80.3,South America,49304.2,2023Q3,8,Wednesday
2023-05-14,367,45,176.45,Asia,7940.249999999999,2023Q2,5,Sunday
2023-10-02,503,248,169.55,Africa,42048.4,2023Q4,10,Monday
2023-01-06,379,63,180.1,South America,11346.3,2023Q1,1,Friday
2023-07-18,10,0,0.0,Asia,0.0,2023Q3,7,Tuesday
2023-01-20,130,103,20.43,South America,2104.29,2023Q1,1,Friday
2023-07-26,231,145,170.14,Europe,24670.3,2023Q3,7,Wednesday
2023-10-08,601,159,179.28,Europe,28505.52,2023Q4,10,Sunday
2023-06-12,817,340,85.95,South America,29223.0,2023Q2,6,Monday
2023-01-26,430,311,15.13,Australia,4705.43,2023Q1,1,Thursday
2023-07-05,958,287,36.77,Australia,10552.990000000002,2023Q3,7,Wednesday
2023-04-06,438,367,112.8,Europe,41397.6,2023Q2,4,Thursday
2023-01-24,571,53,22.01,South America,1166.53,2023Q1,1,Tuesday
2023-08-28,791,511,136.88,North America,69945.68,2023Q3,8,Monday
2023-07-16,398,236,71.79,Australia,16942.440000000002,2023Q3,7,Sunday
2023-09-29,489,360,23.25,Africa,8370.0,2023Q3,9,Friday
2023-05-13,607,125,146.4,Asia,18300.0,2023Q2,5,Saturday
2023-04-22,976,291,181.0,Australia,52671.0,2023Q2,4,Saturday
2023-12-21,294,163,104.56,North America,17043.28,2023Q4,12,Thursday
2023-07-28,49,32,96.44,Australia,3086.08,2023Q3,7,Friday
2023-08-05,358,282,137.7,Africa,38831.399999999994,2023Q3,8,Saturday
2023-03-19,219,61,114.22,Australia,6967.42,2023Q1,3,Sunday
2023-04-17,288,75,183.57,Africa,13767.75,2023Q2,4,Monday
2023-04-21,179,53,142.94,Asia,7575.82,2023Q2,4,Friday
2023-01-11,468,178,122.7,Africa,21840.600000000002,2023Q1,1,Wednesday
2023-08-14,280,196,88.48,Africa,17342.08,2023Q3,8,Monday
2023-04-24,794,746,153.75,Asia,114697.5,2023Q2,4,Monday
2023-10-07,495,43,52.52,Africa,2258.36,2023Q4,10,Saturday
2023-06-24,480,214,11.74,North America,2512.36,2023Q2,6,Saturday
2023-06-04,683,655,14.89,North America,9752.95,2023Q2,6,Sunday
2023-08-04,815,414,77.36,Africa,32027.04,2023Q3,8,Friday
2023-05-16,429,50,135.69,South America,6784.5,2023Q2,5,Tuesday
2023-10-02,921,80,162.79,Australia,13023.199999999999,2023Q4,10,Monday
2023-05-18,616,78,190.23,Europe,14837.939999999999,2023Q2,5,Thursday
2023-04-20,956,178,186.15,Australia,33134.700000000004,2023Q2,4,Thursday
2023-02-18,353,216,119.25,Africa,25758.0,2023Q1,2,Saturday
2023-08-21,451,414,93.43,North America,38680.020000000004,2023Q3,8,Monday
2023-10-14,489,112,113.51,Australia,12713.12,2023Q4,10,Saturday
2023-10-05,726,411,116.2,Europe,47758.200000000004,2023Q4,10,Thursday
2023-03-21,87,18,197.77,Africa,3559.86,2023Q1,3,Tuesday
2023-07-29,531,271,187.36,Europe,50774.560000000005,2023Q3,7,Saturday
2023-06-23,884,358,47.98,Asia,17176.84,2023Q2,6,Friday
2023-11-17,486,440,35.57,Asia,15650.8,2023Q4,11,Friday
2023-03-10,376,267,163.01,North America,43523.67,2023Q1,3,Friday
2023-01-04,768,541,127.64,Europe,69053.24,2023Q1,1,Wednesday
2023-03-01,518,346,55.15,Australia,19081.899999999998,2023Q1,3,Wednesday
2023-08-15,855,396,15.86,Europe,6280.5599999999995,2023Q3,8,Tuesday
2023-03-17,102,35,74.03,Asia,2591.05,2023Q1,3,Friday
2023-10-03,591,377,52.24,Australia,19694.48,2023Q4,10,Tuesday
2023-04-06,768,320,69.02,Europe,22086.399999999998,2023Q2,4,Thursday
2023-03-29,710,529,78.7,North America,41632.3,2023Q1,3,Wednesday
2023-09-22,799,655,144.96,Australia,94948.8,2023Q3,9,Friday
2023-06-19,892,388,171.78,Africa,66650.64,2023Q2,6,Monday
2023-11-19,620,113,94.37,Europe,10663.810000000001,2023Q4,11,Sunday
2023-12-05,976,648,76.24,North America,49403.52,2023Q4,12,Tuesday
2023-11-24,317,270,147.82,South America,39911.4,2023Q4,11,Friday
2023-09-15,274,92,116.19,South America,10689.48,2023Q3,9,Friday
2023-03-02,204,86,94.89,North America,8160.54,2023Q1,3,Thursday
2023-09-19,222,151,67.52,North America,10195.519999999999,2023Q3,9,Tuesday
2023-06-16,973,288,152.68,North America,43971.840000000004,2023Q2,6,Friday
2023-09-22,959,405,94.21,Australia,38155.049999999996,2023Q3,9,Friday
2023-03-30,115,94,83.82,North America,7879.079999999999,2023Q1,3,Thursday
2023-07-31,295,224,107.71,Europe,24127.039999999997,2023Q3,7,Monday
2023-08-19,737,546,183.44,Africa,100158.24,2023Q3,8,Saturday
2023-10-16,882,747,133.7,South America,99873.9,2023Q4,10,Monday
2023-10-14,952,421,154.75,South America,65149.75,2023Q4,10,Saturday
2023-12-06,399,377,57.23,Europe,21575.71,2023Q4,12,Wednesday
2023-05-12,812,274,11.08,Europe,3035.92,2023Q2,5,Friday
2023-05-18,962,505,57.88,North America,29229.4,2023Q2,5,Thursday
2023-01-06,823,822,170.53,Africa,140175.66,2023Q1,1,Friday
2023-05-06,223,166,190.0,Europe,31540.0,2023Q2,5,Saturday
2023-03-11,181,148,115.86,South America,17147.28,2023Q1,3,Saturday
2023-06-17,640,208,6.63,Europe,1379.04,2023Q2,6,Saturday
2023-01-14,832,541,41.26,Asia,22321.66,2023Q1,1,Saturday
2023-12-24,839,53,63.46,South America,3363.38,2023Q4,12,Sunday
2023-02-13,713,130,36.2,South America,4706.0,2023Q1,2,Monday
2023-07-25,734,279,131.52,Asia,36694.08,2023Q3,7,Tuesday
2023-04-15,194,180,180.92,North America,32565.6,2023Q2,4,Saturday
2023-08-31,594,431,154.22,North America,66468.81999999999,2023Q3,8,Thursday
2023-12-13,294,106,199.95,South America,21194.699999999997,2023Q4,12,Wednesday
2023-07-25,45,25,84.61,Australia,2115.25,2023Q3,7,Tuesday
2023-01-28,503,1,72.71,Europe,72.71,2023Q1,1,Saturday
2023-06-19,597,54,81.0,Europe,4374.0,2023Q2,6,Monday
2023-08-13,329,291,167.31,Australia,48687.21,2023Q3,8,Sunday
2023-03-04,877,329,91.62,Asia,30142.980000000003,2023Q1,3,Saturday
2023-06-05,440,367,130.21,Asia,47787.07,2023Q2,6,Monday
2023-08-01,333,130,42.25,Australia,5492.5,2023Q3,8,Tuesday
2023-03-21,408,79,153.77,North America,12147.83,2023Q1,3,Tuesday
2023-03-29,844,657,195.43,Australia,128397.51000000001,2023Q1,3,Wednesday
2023-09-06,357,55,110.9,South America,6099.5,2023Q3,9,Wednesday
2023-02-23,364,121,70.36,South America,8513.56,2023Q1,2,Thursday
2023-10-31,10,8,133.94,South America,1071.52,2023Q4,10,Tuesday
2023-09-08,33,6,81.22,South America,487.32,2023Q3,9,Friday
2023-10-22,794,651,60.36,South America,39294.36,2023Q4,10,Sunday
2023-08-20,28,27,6.17,Europe,166.59,2023Q3,8,Sunday
2023-07-19,213,26,47.62,Europe,1238.12,2023Q3,7,Wednesday
2023-11-12,956,138,47.2,North America,6513.6,2023Q4,11,Sunday
2023-11-05,735,496,70.6,South America,35017.6,2023Q4,11,Sunday
2023-01-19,755,224,85.35,North America,19118.399999999998,2023Q1,1,Thursday
2023-05-14,997,569,104.32,Africa,59358.079999999994,2023Q2,5,Sunday
2023-04-20,187,114,129.39,Africa,14750.46,2023Q2,4,Thursday
2023-02-27,998,486,185.03,Asia,89924.58,2023Q1,2,Monday
2023-03-16,84,71,23.98,Europe,1702.58,2023Q1,3,Thursday
2023-08-28,138,64,174.59,Africa,11173.76,2023Q3,8,Monday
2023-06-28,394,134,35.85,Europe,4803.900000000001,2023Q2,6,Wednesday
2023-05-06,374,124,55.99,Asia,6942.76,2023Q2,5,Saturday
2023-02-27,197,166,83.58,Asia,13874.279999999999,2023Q1,2,Monday
2023-06-03,566,62,135.89,Africa,8425.179999999998,2023Q2,6,Saturday
2023-10-23,324,108,12.91,South America,1394.28,2023Q4,10,Monday
2023-02-09,186,19,160.19,Africa,3043.61,2023Q1,2,Thursday
2023-11-01,754,115,81.2,Africa,9338.0,2023Q4,11,Wednesday
2023-10-18,862,40,96.22,Africa,3848.8,2023Q4,10,Wednesday
2023-09-09,622,447,52.34,Europe,23395.980000000003,2023Q3,9,Saturday
2023-02-14,724,49,99.17,North America,4859.33,2023Q1,2,Tuesday
2023-06-18,252,113,52.77,Asia,5963.01,2023Q2,6,Sunday
2023-03-11,187,4,157.84,Asia,631.36,2023Q1,3,Saturday
2023-01-28,172,172,22.91,Australia,3940.52,2023Q1,1,Saturday
2023-10-14,641,350,198.26,South America,69391.0,2023Q4,10,Saturday
2023-12-24,962,5,181.23,Australia,906.15,2023Q4,12,Sunday
2023-01-22,246,194,19.55,Africa,3792.7000000000003,2023Q1,1,Sunday
2023-09-11,547,65,69.87,Africa,4541.55,2023Q3,9,Monday
2023-04-12,129,61,104.87,Asia,6397.070000000001,2023Q2,4,Wednesday
2023-08-14,643,219,143.05,Europe,31327.95,2023Q3,8,Monday
2023-11-17,871,209,191.63,Australia,40050.67,2023Q4,11,Friday
2023-12-15,317,305,44.81,Australia,13667.050000000001,2023Q4,12,Friday
2023-04-27,831,425,28.81,Europe,12244.25,2023Q2,4,Thursday
2023-03-25,880,437,73.93,South America,32307.410000000003,2023Q1,3,Saturday
2023-12-13,360,18,32.57,North America,586.26,2023Q4,12,Wednesday
2023-02-24,216,204,78.12,Australia,15936.480000000001,2023Q1,2,Friday
2023-10-07,276,156,194.23,Africa,30299.879999999997,2023Q4,10,Saturday
2023-07-30,348,326,170.43,Asia,55560.18,2023Q3,7,Sunday
2023-02-21,427,182,174.48,Australia,31755.359999999997,2023Q1,2,Tuesday
2023-11-15,675,239,194.4,South America,46461.6,2023Q4,11,Wednesday
2023-02-01,598,370,30.74,South America,11373.8,2023Q1,2,Wednesday
2023-04-04,113,99,184.02,Asia,18217.98,2023Q2,4,Tuesday
2023-08-15,108,44,192.01,Europe,8448.439999999999,2023Q3,8,Tuesday
2023-12-16,651,310,135.74,North America,42079.4,2023Q4,12,Saturday
2023-04-23,716,422,126.45,Africa,53361.9,2023Q2,4,Sunday
2023-12-11,736,91,191.98,South America,17470.18,2023Q4,12,Monday
2023-01-02,295,88,42.86,Africa,3771.68,2023Q1,1,Monday
2023-09-30,401,355,113.77,South America,40388.35,2023Q3,9,Saturday
2023-09-11,484,13,199.36,Australia,2591.6800000000003,2023Q3,9,Monday
2023-12-31,143,56,77.72,North America,4352.32,2023Q4,12,Sunday
2023-09-25,364,306,85.09,North America,26037.54,2023Q3,9,Monday
2023-11-19,699,170,37.24,Europe,6330.8,2023Q4,11,Sunday
2023-05-21,211,173,111.07,Europe,19215.11,2023Q2,5,Sunday
2023-08-03,791,8,161.35,Europe,1290.8,2023Q3,8,Thursday
2023-08-02,235,73,75.16,Africa,5486.679999999999,2023Q3,8,Wednesday
2023-12-09,814,7,144.54,North America,1011.78,2023Q4,12,Saturday
2023-12-08,546,183,181.7,Asia,33251.1,2023Q4,12,Friday
2023-01-07,191,47,47.51,Australia,2232.97,2023Q1,1,Saturday
2023-11-20,80,76,91.49,South America,6953.24,2023Q4,11,Monday
2023-05-17,338,258,17.48,South America,4509.84,2023Q2,5,Wednesday
2023-02-05,196,109,61.94,South America,6751.46,2023Q1,2,Sunday
2023-08-03,791,584,188.17,South America,109891.28,2023Q3,8,Thursday
2023-04-30,687,45,32.7,Africa,1471.5000000000002,2023Q2,4,Sunday
2023-12-31,30,4,99.86,Europe,399.44,2023Q4,12,Sunday
2023-05-11,776,542,142.17,Australia,77056.14,2023Q2,5,Thursday
2023-01-16,316,312,184.48,South America,57557.759999999995,2023Q1,1,Monday
2023-06-20,406,84,95.88,South America,8053.92,2023Q2,6,Tuesday
2023-04-20,286,259,156.66,North America,40574.94,2023Q2,4,Thursday
2023-01-06,595,81,68.66,Africa,5561.46,2023Q1,1,Friday
2023-08-22,681,547,27.59,Africa,15091.73,2023Q3,8,Tuesday
2023-02-21,946,911,47.71,North America,43463.81,2023Q1,2,Tuesday
2023-04-25,511,254,108.71,North America,27612.34,2023Q2,4,Tuesday
2023-08-20,685,483,180.0,Europe,86940.0,2023Q3,8,Sunday
2023-11-22,168,161,182.36,Europe,29359.960000000003,2023Q4,11,Wednesday
2023-02-17,941,749,121.97,South America,91355.53,2023Q1,2,Friday
2023-12-10,105,27,46.62,South America,1258.74,2023Q4,12,Sunday
2023-02-23,607,185,171.46,North America,31720.100000000002,2023Q1,2,Thursday
2023-01-05,45,4,98.38,South America,393.52,2023Q1,1,Thursday
2023-12-05,269,52,25.25,Asia,1313.0,2023Q4,12,Tuesday
2023-05-01,117,5,121.82,North America,609.0999999999999,2023Q2,5,Monday
2023-02-07,893,595,98.16,Australia,58405.2,2023Q1,2,Tuesday
2023-07-11,564,164,176.16,South America,28890.239999999998,2023Q3,7,Tuesday
2023-02-02,938,463,178.83,Africa,82798.29000000001,2023Q1,2,Thursday
2023-07-26,15,3,122.61,South America,367.83,2023Q3,7,Wednesday
2023-11-13,35,11,97.53,North America,1072.83,2023Q4,11,Monday
2023-01-13,499,30,139.2,Africa,4176.0,2023Q1,1,Friday
2023-04-04,547,266,39.99,Asia,10637.34,2023Q2,4,Tuesday
2023-04-09,25,14,68.37,Africa,957.1800000000001,2023Q2,4,Sunday
2023-05-26,697,546,175.45,South America,95795.7,2023Q2,5,Friday
2023-04-06,490,93,36.0,Australia,3348.0,2023Q2,4,Thursday
2023-10-04,478,191,124.71,North America,23819.61,2023Q4,10,Wednesday
2023-07-28,603,139,131.54,North America,18284.059999999998,2023Q3,7,Friday
2023-03-03,372,19,171.79,North America,3264.0099999999998,2023Q1,3,Friday
2023-09-29,642,6,123.16,Australia,738.96,2023Q3,9,Friday
2023-10-09,329,10,154.6,North America,1546.0,2023Q4,10,Monday
2023-12-11,244,53,68.19,Europe,3614.0699999999997,2023Q4,12,Monday
2023-08-08,258,55,68.07,Australia,3743.8499999999995,2023Q3,8,Tuesday
2023-01-16,216,86,192.94,South America,16592.84,2023Q1,1,Monday
2023-12-10,713,573,182.2,South America,104400.59999999999,2023Q4,12,Sunday
2023-11-11,280,29,109.02,North America,3161.58,2023Q4,11,Saturday
2023-09-19,606,268,98.85,South America,26491.8,2023Q3,9,Tuesday
2023-03-02,777,96,81.11,Asia,7786.5599999999995,2023Q1,3,Thursday
2023-12-11,488,399,146.01,Asia,58257.99,2023Q4,12,Monday
2023-06-10,609,162,66.36,Asia,10750.32,2023Q2,6,Saturday
2023-10-04,520,431,131.33,Europe,56603.23,2023Q4,10,Wednesday
2023-05-07,249,192,76.16,North America,14622.72,2023Q2,5,Sunday
2023-07-08,422,59,154.3,Asia,9103.7,2023Q3,7,Saturday
2023-08-24,970,102,48.83,Asia,4980.66,2023Q3,8,Thursday
2023-01-07,765,188,52.83,Africa,9932.039999999999,2023Q1,1,Saturday
2023-09-26,183,20,159.92,Africa,3198.3999999999996,2023Q3,9,Tuesday
2023-09-10,35,2,194.02,South America,388.04,2023Q3,9,Sunday
2023-11-27,640,66,65.91,Africa,4350.0599999999995,2023Q4,11,Monday
2023-09-23,588,435,91.6,Australia,39846.0,2023Q3,9,Saturday
2023-12-27,86,53,105.75,North America,5604.75,2023Q4,12,Wednesday
2023-02-20,248,120,120.53,Australia,14463.6,2023Q1,2,Monday
2023-04-25,192,168,142.6,Asia,23956.8,2023Q2,4,Tuesday
2023-02-13,534,412,87.78,Australia,36165.36,2023Q1,2,Monday
2023-05-13,388,48,76.84,Australia,3688.32,2023Q2,5,Saturday
2023-09-05,805,763,75.56,Asia,57652.28,2023Q3,9,Tuesday
2023-04-23,41,1,41.87,Europe,41.87,2023Q2,4,Sunday
2023-10-26,458,379,186.33,Africa,70619.07,2023Q4,10,Thursday
2023-06-01,951,664,46.58,Europe,30929.12,2023Q2,6,Thursday
2023-03-12,594,154,188.13,Australia,28972.02,2023Q1,3,Sunday
2023-03-14,266,245,101.93,Asia,24972.850000000002,2023Q1,3,Tuesday
2023-07-09,32,16,154.05,Australia,2464.8,2023Q3,7,Sunday
2023-03-21,284,172,15.71,South America,2702.1200000000003,2023Q1,3,Tuesday
2023-01-08,922,279,106.36,South America,29674.44,2023Q1,1,Sunday
2023-05-30,164,11,50.06,North America,550.6600000000001,2023Q2,5,Tuesday
2023-09-26,218,88,155.18,North America,13655.84,2023Q3,9,Tuesday
2023-01-22,540,116,128.72,Africa,14931.52,2023Q1,1,Sunday
2023-08-22,678,394,180.35,Asia,71057.9,2023Q3,8,Tuesday
2023-09-26,36,24,154.45,Europe,3706.7999999999997,2023Q3,9,Tuesday
2023-08-03,854,850,189.71,Australia,161253.5,2023Q3,8,Thursday
2023-06-27,648,589,115.68,Australia,68135.52,2023Q2,6,Tuesday
2023-11-19,508,356,108.25,South America,38537.0,2023Q4,11,Sunday
2023-05-27,190,145,21.17,North America,3069.65,2023Q2,5,Saturday
2023-06-05,967,782,23.96,Europe,18736.72,2023Q2,6,Monday
2023-03-11,649,600,97.36,North America,58416.0,2023Q1,3,Saturday
2023-05-05,937,900,19.72,Europe,17748.0,2023Q2,5,Friday
2023-04-19,107,35,151.63,Africa,5307.05,2023Q2,4,Wednesday
2023-06-11,467,238,142.59,Europe,33936.42,2023Q2,6,Sunday
2023-11-01,245,232,30.1,Africa,6983.200000000001,2023Q4,11,Wednesday
2023-09-15,103,93,77.14,Australia,7174.02,2023Q3,9,Friday
2023-05-11,196,16,122.34,Africa,1957.44,2023Q2,5,Thursday
2023-06-23,882,152,39.63,Asia,6023.76,2023Q2,6,Friday
2023-07-08,516,268,29.62,North America,7938.16,2023Q3,7,Saturday
2023-09-24,40,34,148.46,North America,5047.64,2023Q3,9,Sunday
2023-04-18,303,187,52.29,Africa,9778.23,2023Q2,4,Tuesday
2023-10-07,405,261,191.12,South America,49882.32,2023Q4,10,Saturday
2023-09-04,393,344,165.15,Asia,56811.6,2023Q3,9,Monday
2023-06-20,78,69,148.88,South America,10272.72,2023Q2,6,Tuesday
2023-09-02,608,411,47.19,Africa,19395.09,2023Q3,9,Saturday
2023-04-03,585,547,92.71,North America,50712.369999999995,2023Q2,4,Monday
2023-08-31,608,224,20.65,Australia,4625.599999999999,2023Q3,8,Thursday
2023-08-05,233,28,125.05,Asia,3501.4,2023Q3,8,Saturday
2023-05-22,899,483,6.44,South America,3110.52,2023Q2,5,Monday
2023-12-11,901,401,143.69,Australia,57619.69,2023Q4,12,Monday
2023-10-18,88,60,5.94,North America,356.40000000000003,2023Q4,10,Wednesday
2023-01-11,680,479,88.8,Africa,42535.2,2023Q1,1,Wednesday
2023-07-31,617,580,164.46,Asia,95386.8,2023Q3,7,Monday
2023-04-20,264,125,188.36,Europe,23545.0,2023Q2,4,Thursday
2023-06-09,806,510,176.96,Australia,90249.6,2023Q2,6,Friday
2023-12-16,490,124,191.92,Europe,23798.079999999998,2023Q4,12,Saturday
2023-10-10,941,118,20.41,Asia,2408.38,2023Q4,10,Tuesday
2023-06-10,440,172,175.14,Europe,30124.079999999998,2023Q2,6,Saturday
2023-09-19,478,454,133.7,Asia,60699.799999999996,2023Q3,9,Tuesday
2023-07-01,696,327,65.88,North America,21542.76,2023Q3,7,Saturday
2023-08-01,756,524,53.7,Asia,28138.800000000003,2023Q3,8,Tuesday
2023-07-21,36,34,97.22,Africa,3305.48,2023Q3,7,Friday
2023-01-04,572,410,99.91,Africa,40963.1,2023Q1,1,Wednesday
2023-07-21,120,30,199.88,Africa,5996.4,2023Q3,7,Friday
2023-10-28,215,56,159.45,South America,8929.199999999999,2023Q4,10,Saturday
2023-09-02,653,541,26.02,Asia,14076.82,2023Q3,9,Saturday
2023-02-19,342,103,95.38,Asia,9824.14,2023Q1,2,Sunday
2023-06-16,877,65,179.42,Australia,11662.3,2023Q2,6,Friday
2023-06-17,341,133,47.81,Asia,6358.7300000000005,2023Q2,6,Saturday
2023-11-12,283,217,61.36,North America,13315.119999999999,2023Q4,11,Sunday
2023-11-04,220,210,64.66,Australia,13578.599999999999,2023Q4,11,Saturday
2023-05-28,538,314,174.33,South America,54739.62,2023Q2,5,Sunday
2023-02-17,453,26,30.82,Australia,801.32,2023Q1,2,Friday
2023-08-08,818,718,124.33,Africa,89268.94,2023Q3,8,Tuesday
2023-12-18,73,43,116.05,Australia,4990.15,2023Q4,12,Monday
2023-02-20,807,777,9.82,Australia,7630.14,2023Q1,2,Monday
2023-03-20,805,515,173.58,Asia,89393.70000000001,2023Q1,3,Monday
2023-10-20,61,35,48.74,Asia,1705.9,2023Q4,10,Friday
2023-04-21,820,191,99.71,Africa,19044.61,2023Q2,4,Friday
2023-10-12,768,371,94.6,Asia,35096.6,2023Q4,10,Thursday
2023-12-14,156,114,61.08,Asia,6963.12,2023Q4,12,Thursday
2023-09-26,71,39,75.19,Africa,2932.41,2023Q3,9,Tuesday
2023-08-29,806,616,141.77,Europe,87330.32,2023Q3,8,Tuesday
2023-05-18,660,345,163.15,Africa,56286.75,2023Q2,5,Thursday
2023-06-04,402,240,154.59,Australia,37101.6,2023Q2,6,Sunday
2023-06-20,923,828,143.35,North America,118693.79999999999,2023Q2,6,Tuesday
2023-02-17,58,23,5.86,South America,134.78,2023Q1,2,Friday
2023-02-08,977,372,165.25,South America,61473.0,2023Q1,2,Wednesday
2023-06-13,676,17,158.41,South America,2692.97,2023Q2,6,Tuesday
2023-11-20,69,52,16.17,Africa,840.8400000000001,2023Q4,11,Monday
2023-07-18,85,46,188.25,Australia,8659.5,2023Q3,7,Tuesday
2023-11-26,119,98,76.47,Asia,7494.0599999999995,2023Q4,11,Sunday
2023-10-14,224,39,167.66,Africa,6538.74,2023Q4,10,Saturday
2023-03-14,894,113,125.98,Europe,14235.74,2023Q1,3,Tuesday
2023-12-02,170,125,20.17,Europe,2521.25,2023Q4,12,Saturday
2023-03-28,605,417,101.9,Australia,42492.3,2023Q1,3,Tuesday
2023-08-08,831,477,58.97,South America,28128.69,2023Q3,8,Tuesday
2023-10-09,405,239,96.21,South America,22994.19,2023Q4,10,Monday
2023-09-05,681,666,159.08,Asia,105947.28000000001,2023Q3,9,Tuesday
2023-05-14,439,33,129.11,North America,4260.63,2023Q2,5,Sunday
2023-04-12,412,178,179.08,Europe,31876.24,2023Q2,4,Wednesday
2023-03-22,466,167,125.04,Europe,20881.68,2023Q1,3,Wednesday
2023-05-17,405,145,171.76,Asia,24905.199999999997,2023Q2,5,Wednesday
2023-07-28,167,92,27.34,Asia,2515.28,2023Q3,7,Friday
2023-02-14,498,138,40.36,Asia,5569.68,2023Q1,2,Tuesday
2023-12-28,99,84,84.48,Australia,7096.320000000001,2023Q4,12,Thursday
2023-06-08,199,166,166.09,North America,27570.940000000002,2023Q2,6,Thursday
2023-06-07,709,489,24.73,Asia,12092.97,2023Q2,6,Wednesday
2023-09-29,384,286,21.42,Australia,6126.120000000001,2023Q3,9,Friday
2023-10-08,866,268,48.91,Asia,13107.88,2023Q4,10,Sunday
2023-07-05,489,183,102.92,South America,18834.36,2023Q3,7,Wednesday
2023-05-14,753,200,123.02,Africa,24604.0,2023Q2,5,Sunday
2023-05-24,655,500,31.88,Europe,15940.0,2023Q2,5,Wednesday
2023-07-25,901,430,172.77,North America,74291.1,2023Q3,7,Tuesday
2023-02-23,449,261,192.44,South America,50226.84,2023Q1,2,Thursday
2023-07-23,380,330,171.58,Asia,56621.4,2023Q3,7,Sunday
2023-06-13,492,286,70.94,Europe,20288.84,2023Q2,6,Tuesday
2023-07-05,779,487,76.4,North America,37206.8,2023Q3,7,Wednesday
2023-08-02,234,20,190.21,Australia,3804.2000000000003,2023Q3,8,Wednesday
2023-09-04,305,119,54.62,Australia,6499.78,2023Q3,9,Monday
2023-04-05,798,170,47.18,Asia,8020.6,2023Q2,4,Wednesday
2023-02-24,741,427,9.85,Europe,4205.95,2023Q1,2,Friday
2023-09-30,501,491,78.96,Europe,38769.35999999999,2023Q3,9,Saturday
2023-12-06,524,246,79.87,South America,19648.02,2023Q4,12,Wednesday
2023-07-28,58,26,6.16,North America,160.16,2023Q3,7,Friday
2023-02-15,610,444,184.99,Australia,82135.56,2023Q1,2,Wednesday
2023-03-15,295,49,70.21,North America,3440.2899999999995,2023Q1,3,Wednesday
2023-05-27,896,873,54.74,South America,47788.020000000004,2023Q2,5,Saturday
2023-03-02,580,128,199.44,Australia,25528.32,2023Q1,3,Thursday
2023-09-04,581,437,53.72,Australia,23475.64,2023Q3,9,Monday
2023-01-13,683,113,59.7,Asia,6746.1,2023Q1,1,Friday
2023-04-05,573,494,161.99,Africa,80023.06,2023Q2,4,Wednesday
2023-04-28,469,219,147.4,North America,32280.600000000002,2023Q2,4,Friday
